id,postcode,latitude,longitude
5942,YO434ER,53.833187284508300,-0.780439750720185
5943,YO434ES,53.836016371327600,-0.781983597235411
5944,YO434ET,53.835461400683900,-0.784871811571037
5945,YO434EU,53.836758529176200,-0.786231000000000
5946,YO434EW,53.835788447157600,-0.777248906014567
5947,YO434EX,53.835037000000000,-0.785462000000000
5948,YO434EY,53.837412108396500,-0.788447443744619
5949,YO434EZ,53.838276580691300,-0.798437556856426
5950,YO519NZ,54.093270620127300,-1.393935879423790
5951,YO519PB,54.098084051551900,-1.394936139278880
5952,YO519PD,54.085980082201500,-1.395417902137990
5953,YO519PE,54.087276055259100,-1.395765969640570
5954,YO519PF,54.085359824121600,-1.395396340789030
5955,YO519PG,54.094703241157400,-1.396209000000000
5956,YO519PP,54.066240897458600,-1.356848178753630
5957,YO519PQ,54.095043061137600,-1.394307602305640
5958,YO519PR,54.064418185482200,-1.363950543995310
5959,YO519PS,54.047654175689400,-1.363595556978600
5960,YO519PT,54.063412463159800,-1.362422756040990
5961,YO519PU,54.059403679122600,-1.364072957684740
5962,YO519PY,54.060535489342800,-1.362252913152130
5963,YO519PZ,54.064565792612200,-1.362970425106360
5964,YO519QA,54.061494016747900,-1.363353528941220
5965,YO519QB,54.059494210963400,-1.362498016790950
5966,YO519QD,54.059961292440600,-1.362445034967090
5967,YO519QE,54.056861907730700,-1.362431000000000
5968,YO519QF,54.050523000000000,-1.371073000000000
5969,YO519QG,54.055014027766200,-1.377124247494050
5970,YO519QH,54.062711667283600,-1.372731157175060
5971,YO519QJ,54.064006980850500,-1.362673395200250
5972,YO519QL,54.063936944291100,-1.361329923929450
5973,YO519QP,54.059992948185700,-1.361634845419890
5974,YO519QQ,54.059648328869400,-1.386969914857340
5975,YO519QR,54.073436000000000,-1.357578000000000
5976,YO519QS,54.069248000000000,-1.350934000000000
5977,YO519QT,54.065643475844400,-1.344404584019350
5978,YO519QU,54.059871000000000,-1.350423000000000
5979,YO519QW,54.065107490104400,-1.365131802553420
5980,YO519QX,54.059398993665100,-1.363186949734140
5981,YO519QY,54.059373780186700,-1.365111000000000
5982,YO519QZ,54.064652975684500,-1.357392196447380
5983,YO519UR,54.086766524702800,-1.398112318957530
5984,YO519US,54.086717642749900,-1.399121983561480
5985,YO519UT,54.087301112645000,-1.398975970339900
5986,YO519UU,54.087628840363300,-1.399812052546640
5988,YO519UX,54.087900799992200,-1.398478102228450
5989,YO519UY,54.088446000000000,-1.397811154552890
5990,YO519UZ,54.087733758369900,-1.397425672178610
6000,YO519XU,54.096492269130200,-1.396534251025870
6001,YO519YA,54.107994524118100,-1.406997375336750
6002,YO519YB,54.110209918988900,-1.407898822897280
6004,YO519YU,54.096492269130200,-1.396534251025870
6006,YO606AB,54.128236000000000,-0.979226000000000
6007,YO606NS,54.128360847953000,-0.976009808198745
6008,YO606NT,54.134118924528500,-0.976694302898749
6009,YO606NU,54.142338000000000,-0.987759000000000
6010,YO606NX,54.139942000000000,-0.996741000000000
6011,YO606PA,54.129316234923800,-0.984816319334452
6012,YO606PB,54.130871432294800,-0.997725458128824
6013,YO606PD,54.131416795874800,-1.007139652475180
6014,YO606PE,54.137477106089400,-1.021827000000000
6015,YO606PF,54.132963284557800,-1.027029396095330
6016,YO606PG,54.083393000000000,-1.018880000000000
6017,YO606PH,54.122982050005000,-1.004464655175030
6018,YO606PJ,54.123934000000000,-0.990181000000000
6019,YO606PN,54.127889612359700,-0.971338741119579
6020,YO606PP,54.127452000000000,-0.974716000000000
6021,YO606PQ,54.122982050005000,-1.004464655175030
6022,YO606PR,54.127993186426100,-0.972942983836809
6023,YO606PS,54.128925268994000,-0.973685098653171
6024,YO606PT,54.127369383984300,-0.973570516734872
6025,YO434FB,53.822141010897800,-0.612558057812696
6026,YO434FD,53.837459000000000,-0.769085000000000
6027,YO434HA,53.836091315773200,-0.799229539750487
6028,YO434HB,53.835571000000000,-0.807314000000000
6029,YO434HD,53.826810739181900,-0.811421576942427
6030,YO434HE,53.831049478393700,-0.802732000000000
6031,YO434HF,53.816491421742900,-0.804134014819804
6032,YO434HG,53.814110335898900,-0.810550622639847
6033,YO434HH,53.831765592136000,-0.782061329154140
6034,YO434HJ,53.833543773633700,-0.783681268896196
6035,YO434HL,53.835795418316200,-0.775288354968662
6036,YO434HQ,53.825793955857600,-0.790286000000000
6037,YO434HS,53.833022072198400,-0.781872925226606
6038,YO434HT,53.834151010950300,-0.782402417453082
6039,YO434HU,53.833933231966200,-0.781314635003279
6040,YO434HW,53.834927731219400,-0.780997038608473
6041,YO434HX,53.834625365367500,-0.783087678750325
6042,YO434HY,53.835108701791700,-0.783772695188273
6043,YO434LA,53.838180000000000,-0.703563000000000
6044,YO434LB,53.837333231032800,-0.695200231998922
6045,YO434LD,53.834088000000000,-0.688493000000000
6046,YO434LE,53.842189000000000,-0.680443000000000
6047,YO434LX,53.846132805108200,-0.703469244495456
6048,YO434LY,53.848887000000000,-0.716214000000000
6049,YO434NB,53.866512000000000,-0.629948000000000
6050,YO434ND,53.860442000000000,-0.622604000000000
6051,YO434NE,53.862705000000000,-0.633418000000000
6052,YO434NF,53.859318893611100,-0.634961000000000
6053,YO434NG,53.850209527077000,-0.644527113120202
6054,YO434NQ,53.858077248086500,-0.653547796891987
6055,YO434QP,53.842133573761700,-0.632279149683711
6056,YO434QR,53.840615000000000,-0.631462000000000
6057,YO434QT,53.841473867931000,-0.633546951529769
6058,YO434QU,53.840352959353000,-0.635361658844386
6059,YO434QX,53.840432000000000,-0.637456000000000
6060,YO434QY,53.842027165513100,-0.636355952466429
6061,YO434QZ,53.842391928950700,-0.633653852190459
6062,YO434RA,53.845605402856100,-0.636422078261985
6063,YO434RB,53.844313242290700,-0.634244889131876
6064,YO434RD,53.843251390702300,-0.632561907816519
6065,YO434RE,53.841100147388700,-0.654454000000000
6066,YO434RF,53.842957629198500,-0.666359566873485
6067,YO434RG,53.834727000000000,-0.649628301815220
6068,YO434RH,53.841388576434000,-0.630008411671146
6069,YO434RJ,53.852636646698900,-0.591466629307651
6070,YO434RL,53.855870448288800,-0.592817636341097
6071,YO434RN,53.863149334019200,-0.594185310024782
6072,YO434RP,53.841915130779500,-0.631252738285979
6073,YO434RQ,53.837280512153300,-0.629200261439145
6074,YO434RR,53.816497261257100,-0.614992561922581
6075,YO434RW,53.809760502737300,-0.618525478090127
6076,YO434RX,53.809509329193200,-0.617789559863227
6077,YO434RY,53.818542480508400,-0.618525283988962
6078,YO434RZ,53.819369601847600,-0.626976000000000
6079,YO434SA,53.818554000000000,-0.614742000000000
6080,YO434SB,53.818479586944400,-0.616188012639804
6081,YO434SD,53.819755417502600,-0.614581307892252
6082,YO434SE,53.817997174075400,-0.618680000000000
6083,YO434SF,53.818053546355700,-0.616657759196328
6084,YO434SG,53.819103106289900,-0.612582453659165
6085,YO434SH,53.821278392745000,-0.613176000000000
6086,YO434SJ,53.819039361326500,-0.617962075915418
6087,YO434SL,53.820811560250100,-0.615746588443139
6088,YO434SN,53.818983839531500,-0.620166553910416
6090,YO434SQ,53.822832000000000,-0.606155000000000
6091,YO434SR,53.818364000000000,-0.643557000000000
6092,YO434SS,53.816349000000000,-0.626253000000000
6093,YO434ST,53.810437000000000,-0.616301000000000
6094,YO434SU,53.810750000000000,-0.618538000000000
6095,YO434SW,53.823561000000000,-0.627308000000000
6096,YO434SX,53.815546000000000,-0.617363000000000
6097,YO434SY,53.816293705751000,-0.616047364711044
6098,YO434SZ,53.820196852312100,-0.612333648539947
6099,YO434TA,53.820122307050600,-0.612882991795536
6100,YO434TB,53.815821745401400,-0.617991987206997
6101,YO434TD,53.817906154473300,-0.615568910650877
6102,YO434TF,53.844956000000000,-0.571964000000000
6103,YO434TG,53.832828000000000,-0.580902000000000
6104,YO434TH,53.824723377555400,-0.574445101148297
6105,YO434TJ,53.828920000000000,-0.565991000000000
6106,YO434TL,53.814343000000000,-0.560179532977813
6107,YO434TN,53.804400000000000,-0.592689000000000
6108,YO434TP,53.820173202276700,-0.613397809701816
6109,YO434TQ,53.820590699064100,-0.614523373312763
6110,YO434TR,53.820860039153400,-0.615274057789161
6111,YO434TS,53.821048285392300,-0.613672748788955
6112,YO434TT,53.817289720730100,-0.615118334269087
6113,YO434TU,53.818146913602400,-0.613844459913173
6114,YO434TW,53.809252659971800,-0.582700350162167
6115,YO434TX,53.818629743920600,-0.619859184071461
6116,YO434TZ,53.818310965317500,-0.613261808503962
6117,YO434UA,53.794541137115500,-0.642010940436869
6118,YO434UB,53.795540642643100,-0.643754968986847
6119,YO434UD,53.796606930410500,-0.644251958195737
6120,YO434UE,53.796183104770800,-0.645723137325606
6121,YO434UF,53.798846253841000,-0.643557216527031
6122,YO434UG,53.800589706866100,-0.641937001256864
6123,YO434UH,53.811593831876200,-0.655675773561267
6124,YO434UJ,53.798620220083400,-0.649015308946666
6125,YO433GD,53.862950000000000,-0.674544000000000
6126,YO433GE,53.868145443402700,-0.669756058187919
6127,YO433GF,53.867445307507900,-0.669033070693207
6128,YO433GG,53.868323298440600,-0.669583122177048
6129,YO433GH,53.867740367219100,-0.670514114721403
6130,YO433GJ,53.867526965204000,-0.669912553661534
6131,YO433GL,53.867291000000000,-0.675319000000000
6132,YO433GN,53.863452330482500,-0.672094699056069
6133,YO433HA,53.866216064965100,-0.662760884697886
6134,YO433HB,53.863591818299100,-0.662798947954367
6135,YO433HD,53.865648094750500,-0.664223711973492
6136,YO433HE,53.858498455347900,-0.660665391440387
6137,YO433HF,53.850742315109400,-0.663983830443570
6138,YO433HG,53.876230000000000,-0.649907000000000
6139,YO433HH,53.863563042360700,-0.669916628204111
6140,YO433HJ,53.866574437847200,-0.664270241223047
6141,YO433HL,53.865319000000000,-0.657106016551861
6142,YO433HN,53.867708000705500,-0.667595155725876
6143,YO433HQ,53.860911487538800,-0.678059785903273
6144,YO433HR,53.869573841266300,-0.668874246860740
6145,YO433HS,53.871246187873200,-0.668106300057216
6146,YO433HT,53.869591598394000,-0.666425043301430
6147,YO433HU,53.869051797974600,-0.666381377812452
6148,YO433HW,53.868655000000000,-0.668648598530874
6149,YO433HX,53.872972944591900,-0.652886886087972
6150,YO433HY,53.875337430086100,-0.650529239739508
6151,YO433HZ,53.875994740449200,-0.649032581822362
6152,YO433JA,53.876966249526900,-0.646704308636659
6153,YO433JB,53.877131337890200,-0.647794222101872
6154,YO433JD,53.877196975595900,-0.648295000000000
6155,YO433JE,53.867001488224700,-0.658234263207454
6156,YO433JF,53.866949000000000,-0.655848000000000
6157,YO434UL,53.796363251107800,-0.646552369649018
6158,YO434UN,53.793443815156500,-0.645128211742267
6159,YO434UQ,53.809090000000000,-0.633618735760436
6160,YO434UU,53.799646258598200,-0.662769072844284
6161,YO434UW,53.797525607778200,-0.645209217697130
6162,YO434UX,53.814061987764200,-0.673914526284932
6163,YO434UY,53.814382530021600,-0.672825994393287
6164,YO434UZ,53.822289946385100,-0.674216846861957
6172,YO434WY,53.864175113929800,-0.665943400577064
6173,YO434XA,53.823032218973600,-0.673874381949521
6174,YO434XB,53.827280310467800,-0.667875497460472
6175,YO434XD,53.835979936476200,-0.667751408208124
6176,YO434XE,53.826131000000000,-0.697387000000000
6177,YO434XF,53.830067090334900,-0.704846668706421
6178,YO434XG,53.826276092533600,-0.715082240924044
6179,YO434XJ,53.804343880050400,-0.700066521242003
6180,YO434XL,53.793167552898800,-0.683272487823387
6181,YO434XN,53.795627000000000,-0.646677410237722
6182,YO434XQ,53.821886006182900,-0.708881663390351
6183,YO519AA,54.096116653580500,-1.396906677272480
6184,YO519AB,54.095651932087800,-1.397433293139910
6185,YO519AD,54.095686000000000,-1.396913000000000
6186,YO519AE,54.095200361520000,-1.396996414486530
6187,YO519AF,54.094689939240800,-1.397370777920470
6188,YO519AG,54.094274393036300,-1.396948677709650
6189,YO519AH,54.094307016112600,-1.398079666692360
6190,YO519AJ,54.094429880187200,-1.399285804356470
6191,YO519AL,54.095769550837500,-1.395795498797440
6192,YO519AN,54.095324000000000,-1.394518000000000
6193,YO519AP,54.090306831089100,-1.390523000000000
6194,YO519AQ,54.095371000000000,-1.396856000000000
6195,YO519AR,54.094004181372000,-1.395209000000000
6196,YO519AS,54.094470045719500,-1.394744068596080
6197,YO519AT,54.094756015330700,-1.394418813438560
6198,YO519AU,54.090310851356500,-1.391593982288330
6199,YO519AW,54.094895124241500,-1.395273041901100
6200,YO519AX,54.093109319237500,-1.395818848810320
6201,YO519AY,54.091918186873300,-1.396661762336820
6202,YO519AZ,54.091235413625900,-1.394928730120720
6203,YO519BA,54.092846000000000,-1.395198815897720
6204,YO519BB,54.095172749221800,-1.398663462306200
6205,YO519BD,54.093601830680000,-1.393671127722160
6206,YO519BE,54.105450682285200,-1.405106596582350
6207,YO519BF,54.100462427801400,-1.406905981730400
6208,YO519BG,54.111848953403600,-1.403102977923510
6209,YO519BH,54.098311000000000,-1.395147000000000
6210,YO519BJ,54.098255572961600,-1.395086558780550
6211,YO519BL,54.099488021237700,-1.395313303750720
6212,YO519BN,54.099336693661100,-1.393816899878720
6213,YO519BP,54.098952482905800,-1.398579000000000
6214,YO519BQ,54.111153616805600,-1.402439928233480
6215,YO519BR,54.093987344698600,-1.397059868531570
6216,YO519BT,54.098841205712800,-1.398962131267540
6217,YO519BU,54.099256286991200,-1.399292553219810
6218,YO519BW,54.099886342897400,-1.397677784496520
6219,YO519BX,54.099873196289700,-1.400445839958370
6220,YO519BY,54.099827107041100,-1.402021585889110
6221,YO519BZ,54.099682740703400,-1.407360568671420
6222,YO519DA,54.092436444134900,-1.394269108781660
6223,YO519DB,54.109410000000000,-1.416893897772430
6224,YO519DD,54.101832322412000,-1.426231808490650
6225,YO433JG,53.867325320879900,-0.659060347987168
6226,YO433JH,53.866642000000000,-0.662139000000000
6227,YO433JJ,53.866834861540800,-0.663672000000000
6228,YO433JL,53.864754120745500,-0.664662783483933
6229,YO433JN,53.863931050371300,-0.659794000000000
6230,YO433JP,53.863456167235300,-0.658697456468824
6231,YO433JR,53.861353449455400,-0.667629783325282
6232,YO433JS,53.862202466522200,-0.667998172764951
6233,YO433JT,53.868033482713400,-0.659691660848480
6234,YO433JU,53.862009796818700,-0.669266405986564
6235,YO433JW,53.865490000000000,-0.663681000000000
6236,YO433JX,53.865328879653500,-0.659778110511033
6237,YO433JY,53.861383227583600,-0.668693254756563
6238,YO433JZ,53.864740000000000,-0.659198474627693
6239,YO433LA,53.882739779884000,-0.669475390886397
6240,YO433LB,53.881742610662400,-0.679505000000000
6241,YO433LD,53.892143551095400,-0.679402638623811
6242,YO433LE,53.897168000000000,-0.684221000000000
6243,YO433LF,53.898481843654200,-0.677664000000000
6244,YO433LG,53.898031600587200,-0.681088957735984
6245,YO433LH,53.896837242807000,-0.682009258556330
6246,YO433LJ,53.897997745133200,-0.679644196413555
6247,YO433LL,53.904293696931000,-0.668607943403015
6248,YO433LN,53.897112000000000,-0.658031000000000
6249,YO433LP,53.893130347285200,-0.655738765971583
6250,YO433LQ,53.897207148242900,-0.682134589027948
6251,YO433LR,53.900203000000000,-0.644340000000000
6252,YO433LS,53.916103970581700,-0.645241229548960
6253,YO433LT,53.892382000000000,-0.612804000000000
6254,YO433LU,53.887226236116400,-0.591566928952264
6255,YO433LW,53.883088000000000,-0.668399000000000
6256,YO433LX,53.875327179536300,-0.581045154658089
6257,YO433LY,53.883166000000000,-0.587854000000000
6258,YO433LZ,53.865051179855600,-0.663086971687594
6259,YO433NA,53.878816446122300,-0.598786428697156
6260,YO433NB,53.863097777840900,-0.663635857393968
6261,YO433ND,53.861112900940700,-0.676760940209420
6262,YO433NE,53.864592696827900,-0.665504316207305
6263,YO433NF,53.864955351069700,-0.664975728038157
6264,YO433NG,53.862507035528300,-0.666285385300402
6265,YO433NH,53.859203697071000,-0.670739109229723
6266,YO433NJ,53.859763774870400,-0.669368080422504
6267,YO433NL,53.861143037294400,-0.670540790030297
6268,YO433NN,53.862990559043800,-0.666117942212167
6269,YO433NP,53.860149586909800,-0.670116115688663
6270,YO433NQ,53.862778984166700,-0.656818304434228
6271,YO433NR,53.867362846631200,-0.672138146449766
6272,YO433NS,53.867924156782800,-0.674127869391412
6273,YO433NT,53.865016870504800,-0.665658097375799
6274,YO433NU,53.863392248805500,-0.664249948234365
6275,YO433NW,53.860799506724000,-0.671175115321677
6276,YO433NX,53.863308611634000,-0.656755720724953
6277,YO433NY,53.862445844356800,-0.657224000000000
6278,YO433NZ,53.862812373773200,-0.656589137445062
6279,YO433PA,53.881000625127900,-0.704414126756745
6280,YO433PB,53.880808422251500,-0.706595519561667
6281,YO433PD,53.880635118962500,-0.708030878538051
6282,YO433PE,53.878454000000000,-0.704873000000000
6283,YO433PF,53.877414000000000,-0.705985000000000
6284,YO433PG,53.878024679276500,-0.706012098450887
6285,YO433PH,53.879868752051200,-0.711157872553448
6286,YO433PJ,53.880855903501900,-0.718566645015347
6287,YO433PL,53.874031355153200,-0.706622102908246
6288,YO433PN,53.874093175886900,-0.701524674962791
6289,YO433PP,53.877260496344900,-0.688603114802015
6290,YO433PQ,53.879308328379200,-0.706687450159934
6291,YO433PR,53.873592830172800,-0.698482895689105
6292,YO433PS,53.878441000000000,-0.707855000000000
6293,YO433PT,53.870888549477700,-0.691159889384375
6294,YO433PU,53.870748646537500,-0.682118000000000
6295,YO433PW,53.875443127651000,-0.692569205206160
6296,YO433PX,53.868072696589200,-0.686000907985421
6297,YO433PY,53.864062340563300,-0.704055490376322
6298,YO433PZ,53.864527654339100,-0.715568037301222
6299,YO433QA,53.854217064413800,-0.723819000000000
6300,YO433QB,53.871423629377400,-0.709029612396857
6301,YO433QD,53.877106083468600,-0.712535807391602
6302,YO433QE,53.895013000000000,-0.709307000000000
6303,YO433QF,53.882018000000000,-0.705285857009509
6304,YO433QG,53.865934635062900,-0.660093317304689
6305,YO433QH,53.866429668847000,-0.659179000000000
6306,YO433QJ,53.866151986926000,-0.661044457498521
6307,YO433QL,53.861853522504500,-0.664907203574775
6308,YO433QN,53.867532687279500,-0.661654000000000
6309,YO433QP,53.878450574928300,-0.705348000000000
6310,YO433QQ,53.865899174271000,-0.658528065715555
6311,YO433QR,53.880529349741000,-0.705721787315263
6312,YO433QS,53.864747841093800,-0.664906298503204
6313,YO433QT,53.864548614812900,-0.665581754646534
6314,YO433QW,53.865590143073100,-0.662248583170285
6315,YO433QX,53.868488886746400,-0.680512800084537
6316,YO433QY,53.864365356888400,-0.665268238163460
6317,YO433QZ,53.879593407999300,-0.706450465619458
6318,YO433RA,53.858934467914300,-0.668345240197305
6319,YO433RB,53.858478524439700,-0.666139798780882
6320,YO433RD,53.857369289687500,-0.665004325408107
6321,YO433RE,53.857474858863600,-0.666414988651093
6322,YO433RF,53.858158523479100,-0.670513751028947
6323,YO433RG,53.858213609187400,-0.668185668758355
6324,YO433RH,53.858177301628100,-0.664917788741761
6325,YO424ND,53.845033471533100,-0.834647565445228
6326,YO424NE,53.867479000000000,-0.821782000000000
6327,YO424NF,53.874570302220600,-0.830115292295019
6328,YO424NG,53.873455000000000,-0.813476000000000
6329,YO424NH,53.864441539957400,-0.823798116578507
6330,YO424NJ,53.854117000000000,-0.848139000000000
6331,YO424NL,53.848843847029600,-0.837948000000000
6332,YO424NN,53.862479324263000,-0.817116848549638
6333,YO424NP,53.843919340885800,-0.821804651237615
6334,YO424NQ,53.874498216257700,-0.809978663061645
6335,YO424NX,53.850593407069400,-0.926752182504185
6336,YO424NY,53.850746458570200,-0.925775360842402
6337,YO424NZ,53.850240643096900,-0.924312000000000
6338,YO424PA,53.850151000000000,-0.920379000000000
6339,YO424PB,53.850127000000000,-0.929789000000000
6340,YO424PD,53.850076000000000,-0.934123000000000
6341,YO424PE,53.849928772982000,-0.931846439538884
6342,YO424PF,53.841550000000000,-0.917515000000000
6343,YO424PG,53.839029658249400,-0.927230222833364
6344,YO424PH,53.844403000000000,-0.907030000000000
6345,YO424PJ,53.848099005076700,-0.909289544399260
6346,YO424PL,53.846042000000000,-0.904388000000000
6347,YO424PN,53.846408996896000,-0.892582916834820
6348,YO424PP,53.843424000000000,-0.846563000000000
6349,YO424PQ,53.839629692892900,-0.931014298075517
6350,YO424PR,53.849141000000000,-0.863613000000000
6351,YO424PS,53.860208752342300,-0.870887000000000
6352,YO424PT,53.871049228292500,-0.885148959235764
6353,YO424PU,53.865070633374100,-0.901579298515888
6354,YO424PW,53.840673000000000,-0.884558000000000
6355,YO424PX,53.864921000000000,-0.896945000000000
6356,YO424PY,53.849672591790000,-0.923294640338380
6357,YO424QD,53.887663949876600,-0.854094065643003
6358,YO424QE,53.887986000000000,-0.860391761767543
6359,YO424QF,53.885555000000000,-0.869503000000000
6360,YO424QG,53.888847664257500,-0.866112447248768
6361,YO424QH,53.890308824499500,-0.868553131293621
6362,YO424QJ,53.887396700760500,-0.855288150456607
6363,YO424QL,53.886788385356500,-0.853707208244564
6364,YO433RQ,53.858738898005000,-0.666539000000000
6366,YO433WD,53.864175113929800,-0.665943400577064
6371,YO433YA,53.868058470348700,-0.666777974019096
6372,YO434AA,53.836480975751200,-0.767624387840448
6373,YO434AB,53.836961996338500,-0.767199949142796
6374,YO434AD,53.838511390149200,-0.766652927750895
6375,YO434AE,53.839251894831000,-0.764366702355851
6376,YO434AF,53.839460782852800,-0.761959293462843
6377,YO434AG,53.840535891011000,-0.762184000000000
6378,YO434AH,53.835921826512200,-0.767443247216480
6379,YO434AL,53.839843000000000,-0.788779706594512
6380,YO434AN,53.840847000000000,-0.789394505548499
6381,YO434AP,53.831477875439100,-0.775870144410528
6382,YO434AQ,53.842350668421800,-0.780842249228962
6383,YO434AR,53.829115000000000,-0.769709000000000
6384,YO434AS,53.832119431394300,-0.775319608650529
6385,YO434AT,53.832171180829200,-0.775986687312050
6386,YO434AU,53.828922000000000,-0.768424000000000
6387,YO434AW,53.832499922711200,-0.778256398615886
6388,YO434AY,53.832847289062100,-0.776179712338762
6389,YO434AZ,53.823013045320400,-0.761213637111284
6390,YO434BA,53.815339300157000,-0.743304096139278
6391,YO434BB,53.809308785378800,-0.740811548928143
6392,YO434BD,53.797532000000000,-0.731979000000000
6393,YO434BE,53.799762000000000,-0.713570000000000
6394,YO434BF,53.831954557719800,-0.782967553329865
6395,YO434BG,53.838368469825300,-0.764119153452215
6396,YO434BH,53.832877750051800,-0.780053660726036
6397,YO434BJ,53.836900667890100,-0.765606074302234
6398,YO434BL,53.838103570961000,-0.768078263553738
6399,YO434BN,53.838458883576300,-0.765043537771234
6400,YO434BP,53.837343861701600,-0.765000355850205
6401,YO434BQ,53.832401523962000,-0.778804000000000
6402,YO434BR,53.838473000000000,-0.761958000000000
6403,YO434BS,53.837914858203200,-0.762840739440453
6404,YO434BT,53.821161924093200,-0.773512351953089
6405,YO434BU,53.813803658035600,-0.780896155334785
6406,YO434BW,53.841199306742100,-0.788748484243015
6407,YO434BX,53.802408812632200,-0.794497842915364
6408,YO434BY,53.808630126112600,-0.793727100151551
6409,YO434BZ,53.805311000000000,-0.786245000000000
6410,YO434DA,53.795856911213600,-0.776816462706887
6411,YO434DB,53.794212000000000,-0.775862000000000
6412,YO434DD,53.787614247551700,-0.750644592642238
6413,YO434DE,53.793627757374500,-0.768911157276240
6414,YO434DF,53.795423891842000,-0.763637000000000
6415,YO434DG,53.805512000000000,-0.755868000000000
6416,YO434DH,53.834962418395400,-0.771179289583166
6417,YO434DJ,53.834878858160200,-0.770042022385959
6418,YO434DL,53.835342895808000,-0.770590691694493
6419,YO434DN,53.839431676020600,-0.763495133451645
6420,YO434DP,53.833656320554900,-0.765655879259016
6421,YO434DQ,53.811320000000000,-0.768211000000000
6422,YO434DR,53.830336646687900,-0.765373606978541
6423,YO434DS,53.831267260069300,-0.766713781207358
6424,YO434DT,53.825465549761700,-0.769816369453616
6425,YO424QP,53.887079160824200,-0.861595818244753
6426,YO424QQ,53.889816000000000,-0.867623000000000
6427,YO424QR,53.887033894398800,-0.862509944246056
6428,YO424QS,53.886540562589300,-0.855052887359316
6429,YO424QW,53.886636946237600,-0.856678237706367
6430,YO424RA,53.883788631060000,-0.853013359178124
6431,YO424RB,53.886012392116800,-0.852878000000000
6432,YO424RD,53.886116531261800,-0.851123887109431
6433,YO424RE,53.886584129274400,-0.851401000000000
6434,YO424RF,53.881261153706500,-0.827571000000000
6435,YO424RG,53.885588000000000,-0.836304000000000
6436,YO424RH,53.890075000000000,-0.818841000000000
6437,YO424RJ,53.897156429658500,-0.819868000000000
6438,YO424RL,53.906823733511600,-0.807583580092839
6439,YO424RN,53.914693970669800,-0.809034156157138
6440,YO424RP,53.917126791439800,-0.807822985764117
6441,YO424RQ,53.886159000000000,-0.835802000000000
6442,YO424RR,53.913745000000000,-0.810203000000000
6443,YO424RS,53.911962000000000,-0.816282000000000
6444,YO424RT,53.907629000000000,-0.841161152617321
6445,YO424RU,53.909494098648600,-0.851943912890415
6446,YO424RW,53.916281065704800,-0.807740494475852
6447,YO424RX,53.886914095729000,-0.848059037176772
6448,YO424RY,53.901158795766500,-0.870573481688735
6449,YO424RZ,53.897569260965700,-0.843793918749573
6450,YO424SA,53.896133851999700,-0.840196000000000
6451,YO424SB,53.886261549515800,-0.854071557446893
6452,YO424SD,53.871047164425700,-0.930365552802321
6453,YO424SL,53.886894889976600,-0.859227301751582
6454,YO424SN,53.883590000000000,-0.871762000000000
6455,YO424SP,53.876367459220600,-0.859011845283373
6456,YO424SR,53.871315701569600,-0.852381214793274
6457,YO424SS,53.875194202093400,-0.835117407323609
6458,YO424ST,53.876532000000000,-0.842306000000000
6459,YO424SU,53.881835000000000,-0.853569000000000
6460,YO424SW,53.875420000000000,-0.880439000000000
6461,YO424SX,53.892127000000000,-0.878258000000000
6462,YO424SY,53.894195000000000,-0.893960226143837
6463,YO424SZ,53.889977000000000,-0.890701000000000
6464,YO424TA,53.875437882439200,-0.897079109446538
6465,YO424TB,53.872096503703000,-0.902566000000000
6466,YO424TD,53.883605000000000,-0.904486000000000
6467,YO424TE,53.893592891593300,-0.907740232632430
6468,YO424TF,53.896518000000000,-0.908090000000000
6469,YO424TG,53.889168000000000,-0.918390328577760
6470,YO424TH,53.873810871945100,-0.929838741655523
6471,YO424TJ,53.874754701671100,-0.929845069565276
6472,YO424TL,53.874081311052100,-0.931946046022935
6473,YO424TN,53.872758079267700,-0.930717354590453
6474,YO424TP,53.871267305001700,-0.930861837307577
6475,YO424TQ,53.872474885300700,-0.917172864148075
6476,YO424TR,53.871177757727900,-0.929890739947737
6477,YO424TS,53.870687889264000,-0.929386139791816
6478,YO424TT,53.871443000000000,-0.929291000000000
6479,YO424TU,53.868376494988400,-0.920198650289727
6480,YO424TW,53.872094531344000,-0.931905401572137
6481,YO424TX,53.864471809352700,-0.919782161042593
6482,YO424TY,53.871725605267900,-0.930850150879609
6483,YO424TZ,53.873764972403900,-0.932760235484158
6484,YO424UA,53.872909804357800,-0.929407000000000
6493,YO433AA,53.864175113929800,-0.665943400577064
6494,YO433AB,53.862689694687500,-0.664120261278012
6495,YO433AD,53.861508017966600,-0.664553258166265
6497,YO433AF,53.862988581847200,-0.664323632015105
6498,YO433AG,53.863119113530300,-0.664745259360546
6499,YO433AH,53.864290000000000,-0.665681000000000
6500,YO433AJ,53.864587021622700,-0.667420595082131
6501,YO433AL,53.864755212796200,-0.667187142438093
6502,YO433AN,53.864784489318000,-0.668205094212940
6503,YO433AP,53.865216801796200,-0.668282608101278
6504,YO433AQ,53.864151536527600,-0.665915000000000
6505,YO433AR,53.864921413819200,-0.669204423782922
6506,YO433AS,53.864935463908000,-0.666421050593011
6507,YO433AT,53.865335922422800,-0.666058544703130
6508,YO433AU,53.865251336310500,-0.665726673335223
6509,YO433AW,53.864776000000000,-0.667308000000000
6510,YO433AX,53.865897579315600,-0.666451282624757
